Year,Type,Fund_Name,Assets,Liabilities,County
2008,police,Jerseyville Police Pension Fund,3233884.4,7217317.95,Jersey
2008,police,Johnsburg Police Pension Fund,1119988.37,1462090.98,McHenry
2008,police,Joliet Police Pension Fund,96920893,206819812.7,Kendall
2008,police,Justice Police Pension Fund,6334288.52,12729103.84,Kendall
2008,police,Kankakee Police Pension Fund,12870541.01,42301042.44,Kankakee
2008,police,Kenilworth Police Pension Fund,5232873,9009500.37,Cook
2008,police,Kewanee Police Pension Fund,7840041.94,9293594.97,Henry
2008,police,Kildeer Police Pension Fund,1246938.07,4012507.14,Lake
2008,police,Lagrange Park Police Pension Fund,10637549.46,18414469.07,Cook
2008,police,Lagrange Police Pension Fund,15325624.65,25060202.17,Cook
2008,police,Lake Bluff Police Pension Fund,6460973.71,10692030.24,Lake
2008,police,Lake Forest Police Pension Fund,19004609.43,35713110.82,Lake
2008,police,Lake In The Hills Police Pension Fund,11227340,17010990.43,McHenry
2008,police,Lake Villa Police Pension Fund,2002853.02,5790402.56,Lake
2008,police,Lake Zurich Police Pension Fund,8774202.21,22804545.01,Lake
2008,police,Lansing Police Pension Fund,25254045.76,49294831.94,Cook
2008,police,Lasalle Police Pension Fund,6038288.53,11918639.52,LaSalle
2008,police,Lawrenceville Police Pension Fund,3209454.94,3654744.24,Lawrence
2008,police,Lemont Police Pension Fund,7424815.55,11031834.48,Cook
2008,police,Libertyville Police Pension Fund,18718138.62,33070129.43,Lake
2008,police,Lincoln Police Pension Fund,9833776.71,16163372.05,Logan
2008,police,Lincolnshire Police Pension Fund,9746664.31,14783220.81,Lake
2008,police,Lincolnwood Police Pension Fund,14516352.65,30988294.6,Cook
2008,police,Lindenhurst Police Pension Fund,3163164,3519114.26,Lake
2008,police,Lisle Police Pension Fund,15645570.47,22471797.1,DuPage
2008,police,Litchfield Police Pension Fund,3611256.85,6127175.27,Montgomery
2008,police,Lockport Police Pension Fund,9678039,15883262.57,Will
2008,police,Lombard Police Pension Fund,40052670.44,61436143.48,DuPage
2008,police,Loves Park Police Pension Fund,8809495.89,15174922.52,Boone
2008,police,Lynwood Police Pension Fund,2653075.56,4000124.25,Cook
2008,police,Lyons Police Pension Fund,8053268.96,18294912.62,Cook
2008,police,Macomb Police Pension Fund,11032271.4,14642520.43,McDonough
2008,police,Madison Police Pension Fund,1317156.01,5891509.64,Madison
2008,police,Manhattan Police Pension Fund,164008,1458300.4,Will
2008,police,Manteno Police Pension Fund,2108721.08,2471517.63,Kankakee
2008,police,Marengo Police Pension Fund,3668452.51,6664165.78,McHenry
2008,police,Marion Police Pension Fund,6059921.44,10076576.82,Williamson
2008,police,Markham Police Pension Fund,11499455.08,14126885.26,Cook
2008,police,Marseilles Police Pension Fund,1927659.05,2403045.06,LaSalle
2008,police,Maryville Police Pension Fund,618464.01,1334222.27,Madison
2008,police,Mascoutah Police Pension Fund,2057820.09,3010196.38,St. Clair
2008,police,Matteson Police Pension Fund,19130038.82,28834298.11,Cook
2008,police,Mattoon Police Pension Fund,14390466.08,27532024.91,Coles
2008,police,Maywood Police Pension Fund,13257092.88,37519255.01,Cook
2008,police,Mccook Police Pension Fund,6546438,12200211.36,Cook
2008,police,Mchenry Police Pension Fund,16297958.04,25690757.15,McHenry
2008,police,Melrose Park Police Pension Fund,20661458.19,53643754.36,Cook
2008,police,Mendota Police Pension Fund,2874247.91,5870675.42,LaSalle
2008,police,Metropolis Police Pension Fund,3007267.18,4682076.75,Massac
2008,police,Midlothian Police Pension Fund,12251875.4,14162215.46,Cook
2008,police,Milan Police Pension Fund,5215989.51,7256456.55,Rock Island
2008,police,Minooka Police Pension Fund,1808456.11,3329600.55,Grundy
2008,police,Mokena Police Pension Fund,7014329,10661588.93,Will
2008,police,Moline Police Pension Fund,24387147.27,62205802.13,Rock Island
2008,police,Monmouth Police Pension Fund,4747448,9050290.99,Warren
2008,police,Montgomery Police Pension Fund,5242323.62,6389401.57,Kane
2008,police,Monticello Police Pension Fund,603277.39,1274725.37,Piatt
2008,police,Morris Police Pension Fund,8419515.89,12947209.53,Grundy
2008,police,Morton Grove Police Pension Fund,21109912.25,43516626.74,Cook
2008,police,Morton Police Pension Fund,6145784.57,8638217.1,Tazewell
2008,police,Mt Carmel Police Pension Fund,3520840.83,4986108.38,Wabash
2008,police,Mt Prospect Police Pension Fund,36262943.51,72290999.88,Cook
2008,police,Mt Vernon Police Pension Fund,13542014.06,17938704.33,Jefferson
2008,police,Mundelein Police Pension Fund,16786059.64,29438571.13,Lake
2008,police,Murphysboro Police Pension Fund,3457892.25,6366934.68,Jackson
2008,police,Naperville Police Pension Fund,74428751.37,111495205.4,DuPage
2008,police,New Lenox Police Pension Fund,8785450.21,14225049.25,Will
2008,police,Niles Police Pension Fund,25971345.86,55187606.79,Cook
2008,police,Normal Police Pension Fund,23145965.54,37521582.29,McLean
2008,police,Norridge Police Pension Fund,16701457.99,28142476.81,Cook
2008,police,North Aurora Police Pension Fund,7180695.11,11695651.9,Kane
2008,police,North Chicago Police Pension Fund,17857665.59,31672441.9,Lake
2008,police,North Riverside Police Pension Fund,14946215.24,25677190.56,Cook
2008,police,Northbrook Police Pension Fund,38300774.39,55924954.42,Cook
2008,police,Northfield Police Pension Fund,11225523.58,20187807.87,Cook
2008,police,Northlake Police Pension Fund,10138333.4,18888834.23,Cook
2008,police,Oak Brook Police Pension Fund,22932545.69,37768769.26,Cook
2008,police,Oak Forest Police Pension Fund,18292249.91,29870296.98,Cook
2008,police,Oak Lawn Police Pension Fund,56513852.35,97852761.4,Cook
2008,police,Oak Park Police Pension Fund,55775048.37,112766014.9,Cook
2008,police,Oakbrook Terrace Police Pension Fund,7605014,13545074.24,DuPage
2008,police,O'Fallon Police Pension Fund,11841645.69,15401744.76,St. Clair
2008,police,Oglesby Police Pension Fund,1716159.52,3232696.95,LaSalle
2008,police,Olney Police Pension Fund,3419965.06,6012451.42,Richland
2008,police,Olympia Fields Police Pension Fund,4823504.65,10368395.3,Cook
2008,police,Orland Hills Police Pension Fund,2071493,3016103.25,Cook
2008,police,Orland Park Police Pension Fund,41114123.6,58991722.61,Cook
2008,police,Oswego Police Pension Fund,8020541,13800041.3,Kendall
2008,police,Ottawa Police Pension Fund,12294875.3,15464191.32,LaSalle
2008,police,Palatine Police Pension Fund,32586865.03,69303510.84,Cook
2008,police,Palos Heights Police Pension Fund,11607209,21594913.99,Cook
2008,police,Palos Hills Police Pension Fund,11577954.37,20160308.12,Cook
2008,police,Palos Park Police Pension Fund,925672.53,2449328.83,Cook
2008,police,Pana Police Pension Fund,2343654.3,4409290.8,Christian
2008,police,Paris Police Pension Fund,4074109.99,6019611.22,Edgar
2008,police,Park City Police Pension Fund,530370.29,2936376.11,Lake
2008,police,Park Forest Police Pension Fund,16634806.22,28335189.26,Cook
2008,police,Park Ridge Police Pension Fund,28104664.49,50122628.83,Cook
2008,police,Pekin Police Pension Fund,20969339.73,33647826.61,Tazewell
2008,police,Peoria Heights Police Pension Fund,810113.53,2393917.13,Peoria
2008,police,Peoria Police Pension Fund,114776749.3,205613364,Peoria
2008,police,Peotone Police Pension Fund,272121.51,1722580.45,Will
2008,police,Peru Police Pension Fund,5341535.17,11873297.58,LaSalle
2008,police,Pinckneyville Police Pension Fund,378705.2,1602544.52,Perry
2008,police,Plainfield Police Pension Fund,8935697,12291029.81,Kendall
2008,police,Plano Police Pension Fund,2403380.05,3070354.23,Kendall
2008,police,Pontiac Police Pension Fund,7160843.82,8897761.89,Livingston
2008,police,Pontoon Beach Police Pension Fund,2119323.23,5173088.66,Madison
2008,police,Posen Police Pension Fund,2060720,2948005.95,Cook
2008,police,Princeton Police Pension Fund,5750412.08,6367719.91,Bureau
2008,police,Prospect Heights Police Pension Fund,6051675.92,10909516.33,Cook
2008,police,Quincy Police Pension Fund,24889773.32,44061868.39,Adams
2008,police,Rantoul Police Pension Fund,13174249,16580432.42,Champaign
2008,police,Richton Park Police Pension Fund,8649559.39,13254728.7,Cook
2008,police,River Forest Police Pension Fund,17471716.56,28100500.55,Cook
2008,police,River Grove Police Pension Fund,7231818,15450745.68,Cook
2008,police,Riverdale Police Pension Fund,13466177.77,23831542.87,Cook
2008,police,Riverside Police Pension Fund,6628854.75,17953864.85,Cook
2008,police,Robbins Police Pension Fund,761711.98,1187349.17,Cook
2008,police,Robinson Police Pension Fund,2538283.13,3681583.15,Crawford
2008,police,Rochelle Police Pension Fund,11161527.26,11846794.4,Ogle
2008,police,Rock Falls Police Pension Fund,5955544.51,8522271.4,Whiteside
2008,police,Rock Island Police Pension Fund,24812433,58482929.86,Rock Island
2008,police,Rockford Police Pension Fund,137508810,233051219.1,Winnebago
2008,police,Rockton Police Pension Fund,1127056.26,1939780.69,Winnebago
2008,police,Rolling Meadows Police Pension Fund,19300296.22,45931372.07,Cook
2008,police,Romeoville Police Pension Fund,17480365.88,28310592.78,Will
2008,police,Roscoe Police Pension Fund,1472355.28,3683529,Winnebago
2008,police,Roselle Police Pension Fund,13061661.17,25321019.04,Cook
2008,police,Round Lake Beach Police Pension Fund,10890052.97,18135057.35,Lake
2008,police,Round Lake Park Police Pension Fund,734371.87,3744005.61,Lake
2008,police,Round Lake Police Pension Fund,3618223,5721299.91,Lake
2008,police,Salem Police Pension Fund,4760693.23,7013077.02,Marion
2008,police,Sandwich Police Pension Fund,2577098.24,3805859.42,DeKalb
2008,police,Sauk Village Police Pension Fund,4953540.75,7147831.62,Cook
2008,police,Savanna Police Pension Fund,1702280.93,3195108.42,Carroll
2008,police,Schaumburg Police Pension Fund,68308103.33,111376653.2,Cook
2008,police,Schiller Park Police Pension Fund,12162302.97,25181236.03,Cook
2008,police,Shelbyville Police Pension Fund,1600761.18,2345958.16,Shelby
2008,police,Shiloh Police Pension Fund,1110156.97,2180828.38,St. Clair
2008,police,Shorewood Police Pension Fund,4767366,6314888.82,Will
2008,police,Silvis Police Pension Fund,4161837.98,7604027.57,Rock Island
2008,police,Skokie Police Pension Fund,70280708,99380163.76,Cook
2008,police,South Barrington Police Pension Fund,3502468.15,7016482.76,Cook
2008,police,South Beloit Police Pension Fund,820328,1559326.64,Winnebago
2008,police,South Chicago Heights Police Pension Fund,3300697.17,3847809.49,Cook
2008,police,South Elgin Police Pension Fund,6310266.16,12734447.84,Kane
2008,police,South Holland Police Pension Fund,16743977.03,20517378.56,Cook
2008,police,Spring Grove Police Pension Fund,1271010.86,2547814.29,McHenry
2008,police,Spring Valley Police Pension Fund,2348831.8,2680822.68,Bureau
2008,police,Springfield Police Pension Fund,93807824.24,175237749.5,Sangamon
2008,police,St Charles Police Pension Fund,22866575.64,36157974.07,DuPage
2008,police,Staunton Police Pension Fund,374687.87,1207692.03,Macoupin
2008,police,Steger Police Pension Fund,4283397.68,5705619.4,Cook
2008,police,Sterling Police Pension Fund,10898470.75,16369369.03,Whiteside
2008,police,Stickney Police Pension Fund,4634527.04,12253862.51,Cook
2008,police,Stone Park Police Pensionfund,1017712.61,10450984.05,Cook
2008,police,Streamwood Police Pension Fund,22279037.52,38762825.58,Cook
2008,police,Streator Police Pension Fund,6707070.58,13165283.57,LaSalle
2008,police,Sugar Grove Police Pension Fund,1029586.52,1881555.84,Kane
2008,police,Summit Police Pension Fund,6643359.23,21253580.43,Cook
2008,police,Swansea Police Pension Fund,4970743.82,7207670.43,St. Clair
2008,police,Sycamore Police Pension Fund,7374407,9702457.84,DeKalb
2008,police,Taylorville Police Pension Fund,4508748.72,8002224.76,Christian
2008,police,Tinley Park Police Pension Fund,35769420.79,47552683.86,Cook
2008,police,Troy Police Pension Fund,3787521.6,5166063,Madison
2008,police,University Park Policemens Pension Fund,6288898.38,6001292.21,Cook
2008,police,Urbana Police Pension Fund,21794757.33,30884852.3,Champaign
2008,police,Vandalia Police Pension Fund,3906988.72,4897851.16,Fayette
2008,police,Venice Police Pension Fund,950441.86,1784543.36,Madison
2008,police,Vernon Hills Police Pension Fund,23072981.9,30287018.6,Lake
2008,police,Villa Park Police Pension Fund,22637862,35002953.51,DuPage
2008,police,Warrenville Police Pension Fund,6995437,12058164.67,DuPage
2008,police,Washington Park Police Pension Fund,2207877.86,2084944.06,St. Clair
2008,police,Washington Police Pension Fund,5049902.72,6719800.86,Tazewell
2008,police,Waterloo Police Pension Fund,2211100,4111766.3,Monroe
2008,police,Watseka Police Pension Fund,2123731.46,5567163.34,Iroquois
2008,police,Wauconda Police Pension Fund,5368189.13,10713385.97,Lake
2008,police,Waukegan Police Pension Fund,56355071.87,113168300,Lake
2008,police,Wayne Police Pension Fund,812554,2100667.24,DuPage
2008,police,West Chicago Police Pension Fund,13898767.66,28325724.69,DuPage
2008,police,West Dundee Police Pension Fund,7684068.33,11902622.46,Kane
2008,police,West Frankfort Police Pension Fund,4146481.77,6737587.75,Franklin
2008,police,Westchester Police Pension Fund,20454349.92,28178558.45,Cook
2008,police,Western Springs Police Pension Fund,9421410,18097442.6,Cook
2008,police,Westmont Police Pension Fund,19952237.97,36547311.01,DuPage
2008,police,Wheaton Police Pension Fund,30562429.32,51095773.12,DuPage
2008,police,Wheeling Police Pension Fund,26511321.54,44909889.74,Cook
2008,police,Willow Springs Police Pension Fund,564478.09,3462403.23,Will
2008,police,Willowbrook Police Pension Fund,10767891,15450198.72,DuPage
2008,police,Wilmette Police Pension Fund,24416985.42,43265999.04,Cook
2008,police,Wilmington Police Pension Fund,2045442.99,3845914.24,Will
2008,police,Winfield Police Pension Fund,4962342.62,10587900.29,DuPage
2008,police,Winnetka Police Pension Fund,17566135.19,24758378.11,Cook
2008,police,Winthrop Harbor Police Pension Fund,2464019,2850877.45,Lake
2008,police,Wood Dale Police Pension Fund,15832009.8,24421638.99,DuPage
2008,police,Wood River Police Pension Fund,7498390.34,10890899.27,Madison
2008,police,Woodridge Police Pension Fund,21639971.22,37496037.9,DuPage
2008,police,Woodstock Police Pension Fund,13126130.47,19835465.22,McHenry
2008,police,Worth Police Pension Fund,9675668.53,17661241,Cook
2008,police,Yorkville Police Pension Fund,2575241.4,7153053.26,Kendall
2008,police,Zion Police Pension Fund,21928635.72,31920504.42,Lake
2007,fire,Addison Firefighters Pension Fund,32318493.77,42955598.18,DuPage
2007,fire,Algonquin Lake In The Hills FPD Pension Fund,6883317.09,9052415.08,Kane
2007,fire,Alsip Firefighters Pension Fund,15253134.66,22372209.25,Cook
2007,fire,Alton Firefighters Pension Fund,17588477.53,48675351.48,Madison
2007,fire,Anna Firefighters Pension Fund,1286898.73,1752951.68,Union
2007,fire,Arlington Heights Firefighters Pension Fund,52889002.85,78404662.75,Cook
2007,fire,Atwood FPD Firefighters Pension Fund,1482.46,151748,Douglas
2007,fire,Aurora Firefighters Pension Fund,90841429.27,163335277,DuPage
2007,fire,Barrington Firefighters Pension Fund,6670054,7313676.48,Cook
2007,fire,Bartlett FPD Firefighters Pension Fund,4740779.85,6518479.16,Cook
2007,fire,Batavia Firefighters Pension Fund,7437198.1,11692976.99,DuPage
2007,fire,Beach Park FPD Firefighters Pension Fund,38842.49,403207.94,Lake
2007,fire,Beardstown Firefighters Pension Fund,575321.97,831657.38,Cass
2007,fire,Belleville Firefighters Pension Fund,17822855.65,39912683.06,St. Clair
2007,fire,Bellwood Firefighters Pension Fund,17623616.09,25396336.84,Cook
2007,fire,Belvidere Firefighters Pension Fund,10423908.11,15169755.6,Boone
2007,fire,Bement FPD Firefighters Pension Fund,201230.34,543607.35,Piatt
2007,fire,Bensenville Firefighters Pension Fund,9769257.05,14201870.08,DuPage
2007,fire,Benton Firefighters Pension Fund,2611032.17,3348829.18,Franklin
2007,fire,Berwyn Firefighters Pension Fund,19155476.39,56732333.8,Cook
2007,fire,Bloomingdale FPD Firefighters Pension Fund,18074152.31,23281545.11,DuPage
2007,fire,Bloomington Firefighters Pension Fund,37936750.24,59178741.37,McLean
2007,fire,Blue Island Firefighters Pension Fund,6534212.7,12729764.09,Cook
2007,fire,Bolingbrook Firefighters Pension Fund,34007157.72,48364471.22,DuPage
2007,fire,Bourbonnais FPD Firefighters Pension Fund,331320.73,356181.23,Kankakee
2007,fire,Bradley Firefighters Pension Fund,83297.38,223067.99,Kankakee
2007,fire,Bridgeview Firefighters Pension Fund,15521940.25,29357496.28,Will
2007,fire,Broadview Firefighters Pension Fund,18019534.05,29161000.4,Cook
2007,fire,Brookfield Firefighters Pension Fund,9107204,13970185.65,Cook
2007,fire,Buffalo Grove Firefighters Pension Fund,26225134.28,36340584.88,Cook
2007,fire,Burbank Firefighters Pension Fund,15454855.72,19384287.69,Cook
2007,fire,Byron FPD Firefighters Pension Fund,8212081.76,7475883.25,DuPage
2007,fire,Cairo Firefighters Pension Fund,924776.94,3285336.51,St. Clair
2007,fire,Calumet City Firefighters Pension Fund,27492160.67,40868499.36,Alexander
2007,fire,Canton Firefighters Pension Fund,6592497.24,10333490.09,Kane
2007,fire,Carbondale Firefighters Pension Fund,11449434.28,18212936.69,Fulton
2007,fire,Carbondale Township Firefighters Pension Fund,658450,349864.82,Jackson
2007,fire,Carol Stream FPD Firefighters Pension Fund,18244749.56,22980558.37,White
2007,fire,Carpentersville Firefighters Pension Fund,9086571.2,10851062.71,DuPage
2007,fire,Cary FPD Firefighters Pension Fund,1229992.35,1714417.35,Williamson
2007,fire,Central Stickney FPD Firefighters Pension Fund,35486.74,109066,St. Clair
2007,fire,Centralia Firefighters Pension Fund,9040344.26,13185821.63,St. Clair
2007,fire,Centralia FPD Firefighters Pension Fund,482059.14,417646.9,St. Clair
2007,fire,Champaign Firefighters Pension Fund,49060750.26,66504830.94,St. Clair
2007,fire,Channahon Fire Protection District Firefighters Pe,328274.68,185497.8,Champaign
2007,fire,Charleston Firefighters Pension Fund,13403091.63,20519220.37,Will
2007,fire,Chatham FPD Firefighter'S Pension Fund,559459.39,619225.6,Coles
2007,fire,Cherry Valley FPD Firefighter'S Pension Fund,266657.25,114936.19,Sangamon
2007,fire,Chicago Heights Firefighters Pension Fund,33374214,52346685.82,Randolph
2007,fire,Chicago Ridge Firefighters Pension Fund,5177394.33,9319811.71,Cook
2007,fire,Cicero Firefighters Pension Fund,21116491.77,69283077.4,Peoria
2007,fire,Clarendon Hills Firefighters Pension Fund,674533,787406.26,Cook
2007,fire,Clinton Firefighters Pension Fund,987941.39,1329970.86,DuPage
2007,fire,Collinsville Firefighters Pension Fund,16734716.93,18112772.85,Grundy
2007,fire,Country Club Hills  Firefighters Pension Fund,4627537.23,5277668.48,Monroe
2007,fire,Countryside FPD Firefighters  Pension Fund,16532861.56,19358945.22,Cook
2007,fire,Crystal Lake Firefighters Pension Fund,11186565.71,16727195.94,Tazewell
2007,fire,Danville Firefighters Pension Fund,12330173.91,40649499.21,McHenry
2007,fire,Darien Woodridge FPD Firefighters Pension Fund,11754983.45,14010868.76,DuPage
2007,fire,Decatur Firefighters Pension Fund,53133073.86,82766457.49,DuPage
2007,fire,Deerfield-Bannockburn Fire Protection District,22486931.25,25061344.67,Cook
2007,fire,Dekalb Firefighters Pension Fund,17831406.4,39793481.55,Cook
2007,fire,Des Plaines Firefighters Pension Fund,55854406.46,91675500.2,DeKalb
2007,fire,Dixon Community FPD Firefighter Pension Fund,3741156.26,4578331.5,Cook
2007,fire,Dixon Firefighters Pension Fund,7939906.18,11399629.65,Cook
2007,fire,Dolton Firefighters Pension Fund,16265270.89,10594439.46,Lee
2007,fire,Downers Grove Firefighters Pension Fund,27938518.42,49487282.54,Cook
2007,fire,Duquoin Firefighters Pension Fund,1852404.32,3742954.74,DuPage
2007,fire,East Alton Firefighters Pension Fund,1999001.41,4109121.73,Perry
2007,fire,East Dundee/Countryside FPD Firefighters Pension F,735365.06,1574144.69,Cook
2007,fire,East Joliet FPD Firefighters Pension Fund,660910,271931.9,Cook
2007,fire,East Moline Firefighters Pension Fund,20064689.36,20541547.21,Cook
2007,fire,East Peoria Firefighters Pension Fund,12728074.44,20282089.24,Rock Island
2007,fire,East St Louis Firefighters Pension Fund,12014018.65,46507465.77,Tazewell
2007,fire,Edwardsville Firefighters Pension Fund,9988289.2,11029443.03,St. Clair
2007,fire,Effingham Firefighters Pension Fund,7562800.63,8996589.42,Madison
2007,fire,Elburn/Countryside FPD Firefighters Pension Fund,1124485,1937790.46,Kane
2007,fire,Elgin Firefighters Pension Fund,49666159.95,91631889.8,Saline
2007,fire,Elk Grove Village Firefighters Pension Fund,50209287.73,72237454.86,Cook
2007,fire,Elmhurst Firefighters Pension Fund,24329989.83,34945983.15,Cook
2007,fire,Elmwood Park Firefighters Pension Fund,7824013,21154705.41,Cook
2007,fire,Elwood Fire Protection District,298945.46,345622.1,Cook
2007,fire,Evanston Firefighters Pension Fund,43602498.61,95676990.59,Woodford
2007,fire,Evergreen Park Firefighters Pension Fund,1374399.47,2372531.37,Cook
2007,fire,Fairfield Firefighters Pension Fund,1423714.38,2122223.09,Cook
2007,fire,Fairview/Caseyville FPD Firefighters  Pension Fund,1462620.87,1569578.38,St. Clair
2007,fire,Flossmoor Firefighters Pension Fund,1810425.59,2151559.27,Clay
2007,fire,Forest Park Firefighters Pension Fund,14308806.74,20892603.18,Cook
2007,fire,Forest View Firefighters Pension Fund,2392694.14,4068670.04,Cook
2007,fire,Fosterburg FPD Firefighters Pension Fund,582112.97,939947.65,Cook
2007,fire,Fox Lake Firefighters Pension Fund,189717.37,0,Cook
2007,fire,Fox River Grove FPD Firefighters Pension Fund,5445.47,0,Lake
2007,fire,Frankfort FPD Firefighters Pension Fund,2186894.77,1302290.77,Lake
2007,fire,Franklin Park Firefighters Pension Fund,20108665.65,37034410.26,Cook
2007,fire,Freeport Firefighters Pension Fund,26230887.39,30088785.89,Cook
2007,fire,Galesburg Fire Fighters Pension Fund,21305809.96,34985869.11,Stephenson
2007,fire,Geneva Firefighters Pension Fund,7073565.4,8256641.08,Henry
2007,fire,Glencoe Firefighters Pension Fund,447433.16,912610,DuPage
2007,fire,Glenside FPD Firefighters Pension Fund,5456924.59,8935808.86,DuPage
2007,fire,Glenview Firefighters Pension Fund,48536291.36,73676574.02,DuPage
2007,fire,Glenwood Firefighters Pension Fund,1543202.59,2069069.17,Cook
2007,fire,Godfrey Paid Firefighters Pension Fund,3830847.48,5107457.45,Cook
2007,fire,Granite City Firefighters Pension Fund C/O Gail Va,19072129.37,39539794.55,Cook
2007,fire,Grayslake FPD Firefighters Pension Fund,5406257.6,7758130.4,Madison
2007,fire,Greater Round Lake FPD Firefighters Pension Fund,6561003.58,9013580.31,Lake
2007,fire,Gurnee Firefighters Pension Fund,13015195.92,17070919.51,Bond
2007,fire,Hampshire FPD Firefighters Pension Fund,504437,461460.46,Lake
2007,fire,Hanover Park Firefighters Pension Fund,8239485.4,12637830.42,Kane
2007,fire,Harrisburg Firefighters Pension Fund,1984360,2700566.18,Cook
2007,fire,Harvard FPD Pension Fund,61786.02,71831,Saline
2007,fire,Harvey Firefighters Pension Fund,17662125.36,31633151.37,McHenry
2007,fire,Hazel Crest Firefighters Pension Fund,4331202.5,4472292.92,Lake
2007,fire,Herrin Firefighters Pension Fund,4008901.15,7671016.44,Cook
2007,fire,Highland Park Firefighters Pension Fund,29370136.74,51442187.52,Cook
2007,fire,Highwood Firefighters Pension Fund,1635428.09,1753201.84,Madison
2007,fire,Hillsboro Firefighter'S Pension Fund,230240.74,547427.49,Lake
2007,fire,Hillside Firefighters Pension Fund,6928361.3,13626575,Montgomery
2007,fire,Hinsdale Firefighters Pension Fund,12192084.97,18021789.82,Cook
2007,fire,Hoffman Estates Firefighters Pension Fund,48912534.45,66916295.95,Cook
2007,fire,Homer Township FPD Firefighters Pension Fund,1148231.37,1269747.78,Cook
2007,fire,Homewood Firefighters Pension Fund,8404299,9660017.57,Cook
2007,fire,Huntley FPD Firefighters Pension Fund,4929614.1,5779355.07,Vermilion
2007,fire,Itasca FPD #1 Firefighters Pension Fund,4760912.06,8682440.05,Lake
2007,fire,Ivesdale FPD Firefighters Pension Fund,35709.93,62435.5,DuPage
2007,fire,Jacksonville Firefighters Pension Fund,13083031.48,17886065.16,DuPage
2007,fire,Jefferson FPD Firefighters Pension Fund,1079054.87,1486683.5,Morgan
2007,fire,Jerseyville Firefighter'S Pension Fund,4913.17,14437.59,Morgan
2007,fire,Joliet Firefighters Pension Fund,63207714,148440472.6,McHenry
2007,fire,Justice Firefighters Pension Fund,335562.11,730119,Kendall
2007,fire,Kankakee Firefighters Pension Fund,9366323.66,35708622.97,Kendall
2007,fire,Kewanee Community FPD Firefighters Pension Fund,432866.06,636303.4,Cook
2007,fire,Kewanee Firefighters Pension Fund,7666604.15,9434253.6,Cook
2007,fire,Lagrange Firefighters Pension Fund,9262072.41,15997245.7,Lake
2007,fire,Lake Egypt FPD Firefighters Pension Fund,501699.88,246953.14,Lake
2007,fire,Lake Forest Firefighters Pension Fund,21617223.13,26651685.37,Lake
2007,fire,Lake Zurich Firefighters Pension Fund,8309441.88,18554200.67,Lake
2007,fire,Lansing Firefighters Pension Fund,9356952.95,13872820.98,Lake
2007,fire,Lasalle Firefighters Pension Fund,1274692.33,1616596.07,Cook
2007,fire,Lemont FPD Firefighters Pension Fund,8823906.26,12653538.98,Lawrence
2007,fire,Leyden FPD Firefighters Pension Fund,6743245.28,11645123.79,Cook
2007,fire,Libertyville Firefighters Pension Fund,15649949.62,20618436.79,Cook
2007,fire,Lincoln Firefighters Pension Fund,7693139.31,13209413.33,Lake
2007,fire,Lincoln Rural FPD Firefighters Pension Fund,3440673.88,2302915.03,Logan
2007,fire,Lincolnshire-Riverwood FPD Firefighters Pension Fu,17258350.83,18264756.22,Lake
2007,fire,Lisle-Woodridge FPD Firefighters Pension Fund,38049228.04,63259221.18,DuPage
2007,fire,Litchfield Firefighters Pension Fund,3480700.27,4593450.8,DuPage
2007,fire,Lockport Township FPD Pension Fund,19579042.32,30174430.1,Will
2007,fire,Lombard Firefighters Pension Fund,33253990.98,38871869.81,Will
2007,fire,Long Creek FPD Firefighters Pension Fund,529019.17,356129.57,DuPage
2007,fire,Long Grove Firefighters Pension Fund,1361423.93,1601862.8,DuPage
2007,fire,Lyons Firefighters Pension Fund,24960,307916,Cook
2007,fire,Macomb Firefighters Pension Fund,9955056.11,13686586.15,Cook
2007,fire,Manteno Community FPD Firefighters Pension Fund,1765020.96,2365817.67,Will
2007,fire,Marion Firefighters Pension Fund,5736841.12,8111390.65,McHenry
2007,fire,Markham Firefighters Pension Fund,2598109.76,2919532,Williamson
2007,fire,Maryville Firefighter'S Pension Fund,123431.18,363026.69,LaSalle
2007,fire,Matteson Firefighters Pension Fund,13658345.97,18218711.97,St. Clair
2007,fire,Mattoon Firefighters Pension Fund,16473916.47,27955080.72,Cook
2007,fire,Maywood Firefighters Pension Fund,14468818.61,29717041.63,Coles
2007,fire,Mccook Firefighters Pension Fund,224658.87,768843.57,Cook
2007,fire,Melrose Park Firefighters Pension Fund,27047215.5,56414548.63,McHenry
2007,fire,Mendota Firefighters Pension Fund,1288532.43,2050980.98,Cook
2007,fire,Metropolis Firefighters Pension Fund,2183615.56,3221475.97,LaSalle
2007,fire,Midlothian Firefighters Pension Fund,6989922,9112928.66,Massac
2007,fire,Minooka FPD Firefighters Pension Fund,581118.86,1207835.9,Rock Island
2007,fire,Mokena FPD Firefighters Pension Fund,2659688.69,3481781.41,Grundy
2007,fire,Moline Firefighters Pension Fund,28814528.16,62455233.29,Will
2007,fire,Monmouth Firefighters Pension Fund,4125639.56,7420914.21,Will
2007,fire,Montgomery & Countryside FPD Firefighter'S Pension,29391.4,25112.94,Warren
2007,fire,Morton Grove Firefighters Pension Fund,21882289.07,41106865.32,Grundy
2007,fire,Mt Carmel Firefighters Pension Fund,1245789.58,1361977.99,Tazewell
2007,fire,Mt Prospect Firefighters Pension Fund,43030179.83,65600599.02,Wabash
