Year,Type,Fund_Name,Assets,Liabilities
2010,police,JERSEYVILLE POLICE PENSION FUND,2904408.2,7907530.45
2010,police,JOHNSBURG POLICE PENSION FUND,1507097,1916615.49
2010,police,JOLIET POLICE PENSION FUND,125082506.6,236176728.4
2010,police,JUSTICE POLICE PENSION FUND,7909262.05,14121638.17
2010,police,KANKAKEE POLICE PENSION FUND,13438003.74,48501459.44
2010,police,KENILWORTH POLICE PENSION FUND,5188502.46,9682642.1
2010,police,KEWANEE POLICE PENSION FUND,7414704.33,11441210.55
2010,police,KILDEER POLICE PENSION FUND,2368318.22,5221609.2
2010,police,LAGRANGE PARK POLICE PENSION FUND,10411234.63,19904650.47
2010,police,LAGRANGE POLICE PENSION FUND,14193557.14,26690316.43
2010,police,LAKE BLUFF POLICE PENSION FUND,6422965.64,12565590.38
2010,police,LAKE FOREST POLICE PENSION FUND,19379114.55,39872699.33
2010,police,LAKE IN THE HILLS POLICE PENSION FUND,14973343,20579775.07
2010,police,LAKE VILLA POLICE PENSION FUND,2483027.27,7563447.95
2010,police,LAKE ZURICH POLICE PENSION FUND,8695571.31,26872135.42
2010,police,LANSING POLICE PENSION FUND,24071370.92,57450649.88
2010,police,LASALLE POLICE PENSION FUND,6043417.5,13015483.51
2010,police,LAWRENCEVILLE POLICE PENSION FUND,3184197.79,4026885.83
2010,police,LEMONT POLICE PENSION FUND,8722431.05,12628158.78
2010,police,LIBERTYVILLE POLICE PENSION FUND,19422119.85,37628414.92
2010,police,LINCOLN POLICE PENSION FUND,9130158.42,17550800.48
2010,police,LINCOLNSHIRE POLICE PENSION FUND,14077592.96,17317175.7
2010,police,LINCOLNWOOD POLICE PENSION FUND,15182163.86,34527870.25
2010,police,LINDENHURST POLICE PENSION FUND,4069208.62,4584134.24
2010,police,LISLE POLICE PENSION FUND,17044833.89,25787688.3
2010,police,LITCHFIELD POLICE PENSION FUND,3843818.04,6959973.8
2010,police,LOCKPORT POLICE PENSION FUND,10472047,19075031.24
2010,police,LOMBARD POLICE PENSION FUND,38403691.13,69896706.48
2010,police,LOVES PARK POLICE PENSION FUND,9020383,17817113.81
2010,police,LYNWOOD POLICE PENSION FUND,2579235.4,5202595.69
2010,police,LYONS POLICE PENSION FUND,8900201.44,19200568.02
2010,police,MACOMB POLICE PENSION FUND,10255186.7,16424898.86
2010,police,MADISON POLICE PENSION FUND,1554143.18,6384468.7
2010,police,MANHATTAN POLICE PENSION FUND,653170,1849462.97
2010,police,MANTENO POLICE PENSION FUND,2811966.02,3450479.35
2010,police,MARENGO POLICE PENSION FUND,3799609.98,7576951.65
2010,police,MARION POLICE PENSION FUND,6869515.8,11882428.96
2010,police,MARKHAM POLICE PENSION FUND,11395123.99,16065277.6
2010,police,MARSEILLES POLICE PENSION FUND,2156397.21,2455081.62
2010,police,MARYVILLE POLICE PENSION FUND,1042576.89,2162114.95
2010,police,MASCOUTAH POLICE PENSION FUND,2524659.11,3760155.18
2010,police,MATTESON POLICE PENSION FUND,18250022.14,31769285.69
2010,police,MATTOON POLICE PENSION FUND,14004792.52,30557602.59
2010,police,MAYWOOD POLICE PENSION FUND,13795595.65,42665508.73
2010,police,MCCOOK POLICE PENSION FUND,7403585,13662596.79
2010,police,MCHENRY POLICE PENSION FUND,15898165.93,30901537.82
2010,police,MELROSE PARK POLICE PENSION FUND,21293656.28,56386005.08
2010,police,MENDOTA POLICE PENSION FUND,3244102.22,6510037.17
2010,police,METROPOLIS POLICE PENSION FUND,3628212.42,5693805.29
2010,police,MIDLOTHIAN POLICE PENSION FUND,11450013.22,15913152.56
2010,police,MILAN POLICE PENSION FUND,5180174.48,8128807.71
2010,police,MINOOKA POLICE PENSION FUND,2668204.19,4270597.95
2010,police,MOKENA POLICE PENSION FUND,8437158,13348892.45
2010,police,MOLINE POLICE PENSION FUND,28448842.53,68754588.87
2010,police,MONMOUTH POLICE PENSION FUND,4747713.19,9590224.99
2010,police,MONTGOMERY POLICE PENSION FUND,5433196,8431922.19
2010,police,MONTICELLO POLICE PENSION FUND,671665.38,1324660.03
2010,police,MORRIS POLICE PENSION FUND,8770654.93,14673425.59
2010,police,MORTON POLICE PENSION FUND,7361674.64,10333750.31
2010,police,MT CARMEL POLICE PENSION FUND,3461834.23,5379821.68
2010,police,MT PROSPECT POLICE PENSION FUND,44540310.26,83580778.61
2010,police,MT VERNON POLICE PENSION FUND,15176178.46,20999515.04
2010,police,MUNDELEIN POLICE PENSION FUND,17920487.62,32613453.54
2010,police,MURPHYSBORO POLICE PENSION FUND,3872691.33,7487378.59
2010,police,NAPERVILLE POLICE PENSION FUND,80969270,130404804.3
2010,police,NEW LENOX POLICE PENSION FUND,10231791.59,18451685.37
2010,police,NILES POLICE PENSION FUND,24389327.3,58159902.07
2010,police,NORMAL POLICE PENSION FUND,24164618.97,43894910.98
2010,police,NORRIDGE POLICE PENSION FUND,17236275.04,32304644.56
2010,police,NORTH AURORA POLICE PENSION FUND,7782962.37,13906295.56
2010,police,NORTH CHICAGO POLICE PENSION FUND,15868797.26,35442843.02
2010,police,NORTH RIVERSIDE POLICE PENSION FUND,13987379.2,29495306.58
2010,police,NORTHBROOK POLICE PENSION FUND,36604585.46,62831443.75
2010,police,NORTHFIELD POLICE PENSION FUND,10978101.16,22700894.68
2010,police,NORTHLAKE POLICE PENSION FUND,12430202.2,21836511.2
2010,police,OAK BROOK POLICE PENSION FUND,27703629.75,41354785.4
2010,police,OAK FOREST POLICE PENSION FUND,18356670.66,34247489.62
2010,police,OAK LAWN POLICE PENSION FUND,69611052.06,106076840.3
2010,police,OAK PARK POLICE PENSION FUND,66181188.54,121460300.3
2010,police,OAKBROOK TERRACE POLICE PENSION FUND,7521812,15118176.07
2010,police,O'FALLON POLICE PENSION FUND,13976564.86,19369882.26
2010,police,OGLESBY POLICE PENSION FUND,1919915.45,3503971.79
2010,police,OLNEY POLICE PENSION FUND,3601418.87,6892845.08
2010,police,OLYMPIA FIELDS POLICE PENSION FUND,5222826.05,13394682.79
2010,police,ORLAND HILLS POLICE PENSION FUND,2164272,3507961.04
2010,police,ORLAND PARK POLICE PENSION FUND,50748166.08,69777702.76
2010,police,OSWEGO POLICE PENSION FUND,10436545,17447543.62
2010,police,OTTAWA POLICE PENSION FUND,12237663.58,18056627.05
2010,police,PALATINE POLICE PENSION FUND,39830683.66,81957260.9
2010,police,PALOS HEIGHTS POLICE PENSION FUND,13632184,26214696.13
2010,police,PALOS HILLS POLICE PENSION FUND,11339126.45,22885488.12
2010,police,PALOS PARK POLICE PENSION FUND,1339090.21,3131378
2010,police,PANA POLICE PENSION FUND,2462760.49,4933812.36
2010,police,PARIS POLICE PENSION FUND,4066551.18,6935653.58
2010,police,PARK CITY POLICE PENSION FUND,624389.85,3448267.52
2010,police,PARK FOREST POLICE PENSION FUND,16601341.03,30494943.34
2010,police,PARK RIDGE POLICE PENSION FUND,29980323.14,54479167.52
2010,police,PEKIN POLICE PENSION FUND,21220111.56,37724433.03
2010,police,PEORIA HEIGHTS POLICE PENSION FUND,1065981.24,2655848.64
2010,police,PEORIA POLICE PENSION FUND,139749745.5,221724807.6
2010,police,PEOTONE POLICE PENSION FUND,656014.57,2382037.01
2010,police,PERU POLICE PENSION FUND,6096977.22,13361044.09
2010,police,PINCKNEYVILLE POLICE PENSION FUND,465940.49,2096091.69
2010,police,PLAINFIELD POLICE PENSION FUND,12555554,17096432.73
2010,police,PLANO POLICE PENSION FUND,2923301.72,4175990.76
2010,police,PONTIAC POLICE PENSION FUND,6924933.71,10017991.37
2010,police,PONTOON BEACH POLICE PENSION FUND,2608714.31,5914130.66
2010,police,POSEN POLICE PENSION FUND,3471510.18,3121003.72
2010,police,PRINCETON POLICE PENSION FUND,5152846.22,7330393.64
2010,police,PROSPECT HEIGHTS POLICE PENSION FUND,7467693,12006249.07
2010,police,QUINCY POLICE PENSION FUND,26193330.85,50388612.63
2010,police,RANTOUL POLICE PENSION FUND,12188576,18956291.59
2010,police,RICHTON PARK POLICE PENSION FUND,8968656.51,15251734.03
2010,police,RIVER FOREST POLICE PENSION FUND,16916136.39,30870129.45
2010,police,RIVER GROVE POLICE PENSION FUND,6303782,16577566.9
2010,police,RIVERDALE POLICE PENSION FUND,11319872.69,25749707.41
2010,police,RIVERSIDE POLICE PENSION FUND,7742996.49,19681392.85
2010,police,ROBBINS POLICE PENSION FUND,760363.49,1127367.78
2010,police,ROBINSON POLICE PENSION FUND,2875587.92,4504900.8
2010,police,ROCHELLE POLICE PENSION FUND,10462213,13039156.86
2010,police,ROCK FALLS POLICE PENSION FUND,6149747.82,8835772.54
2010,police,ROCK ISLAND POLICE PENSION FUND,25322074.71,65290641.4
2010,police,ROCKFORD POLICE PENSION FUND,160191838.2,251754884.2
2010,police,ROCKTON POLICE PENSION FUND,1577007.91,2794157.8
2010,police,ROLLING MEADOWS POLICE PENSION FUND,24238063.5,52828336.11
2010,police,ROMEOVILLE POLICE PENSION FUND,20404694.41,34449053.37
2010,police,ROSCOE POLICE PENSION FUND,1820550.08,4227923.17
2010,police,ROSELLE POLICE PENSION FUND,17335582.58,29660838.75
2010,police,ROUND LAKE BEACH POLICE PENSION FUND,11364252.6,21574911.95
2010,police,ROUND LAKE PARK POLICE PENSION FUND,924378.87,4436352.29
2010,police,ROUND LAKE POLICE PENSION FUND,4041739.28,7044588.49
2010,police,SALEM POLICE PENSION FUND,4744215.97,7590512.53
2010,police,SANDWICH POLICE PENSION FUND,2846642.28,4843919.49
2010,police,SAUK VILLAGE POLICE PENSION FUND,5092924.63,8843199.73
2010,police,SAVANNA POLICE PENSION FUND,1876555.02,3196587.97
2010,police,SCHAUMBURG POLICE PENSION FUND,69403916.87,128776075.2
2010,police,SCHILLER PARK POLICE PENSION FUND,12650727.63,28643843.05
2010,police,SHELBYVILLE POLICE PENSION FUND,1754926.65,2667431.65
2010,police,SHILOH POLICE PENSION FUND,1862151.56,2755604.03
2010,police,SHOREWOOD POLICE PENSION FUND,7393723,8016439.48
2010,police,SILVIS POLICE PENSION FUND,4477398.41,8740257.03
2010,police,SKOKIE POLICE PENSION FUND,69065363,106856776.1
2010,police,SOUTH BARRINGTON POLICE PENSION FUND,4361373.2,8861610.13
2010,police,SOUTH BELOIT POLICE PENSION FUND,1173554,2359853.6
2010,police,SOUTH CHICAGO HEIGHTS POLICE PENSION FUND,3320693.95,4526810.9
2010,police,SOUTH ELGIN POLICE PENSION FUND,7108381.49,14942581.12
2010,police,SOUTH HOLLAND POLICE PENSION FUND,16207184.05,27080016.13
2010,police,SPRING GROVE POLICE PENSION FUND,1512147.3,3091571.63
2010,police,SPRING VALLEY POLICE PENSION FUND,2724076.95,3244147.02
2010,police,SPRINGFIELD POLICE PENSION FUND,95698865.31,203242331.8
2010,police,ST CHARLES POLICE PENSION FUND,23283140.33,40662654.3
2010,police,STAUNTON POLICE PENSION FUND,440796.69,1277188.99
2010,police,STEGER POLICE PENSION FUND,4471151.43,6427919.92
2010,police,STERLING POLICE PENSION FUND,10543159.2,17908278.89
2010,police,STICKNEY POLICE PENSION FUND,4605385.62,13005826.96
2010,police,STONE PARK POLICE PENSIONFUND,848894.59,12684919.79
2010,police,STREAMWOOD POLICE PENSION FUND,29436930.01,42866775.99
2010,police,STREATOR POLICE PENSION FUND,7182447.78,15410092.8
2010,police,SUGAR GROVE POLICE PENSION FUND,1514123.19,3384887.22
2010,police,SUMMIT POLICE PENSION FUND,7374771.2,24524964.2
2010,police,SWANSEA POLICE PENSION FUND,5376040.64,8738196.45
2010,police,SYCAMORE POLICE PENSION FUND,7806642,11910376.45
2010,police,TAYLORVILLE POLICE PENSION FUND,4853913.44,8472838.5
2010,police,TINLEY PARK POLICE PENSION FUND,37789579.7,56614350.75
2010,police,TROY POLICE PENSION FUND,4827090.11,6435661.78
2010,police,UNIVERSITY PARK POLICEMENS PENSION FUND,5588627.7,7342341.95
2010,police,URBANA POLICE PENSION FUND,22674096.49,35929982.37
2010,police,VANDALIA POLICE PENSION FUND,4132503.77,4993155.77
2010,police,VENICE POLICE PENSION FUND,843465.73,1790429.7
2010,police,VERNON HILLS POLICE PENSION FUND,24524423.48,33310020.27
2010,police,VILLA PARK POLICE PENSION FUND,22210993,37888330.58
2010,police,WARRENVILLE POLICE PENSION FUND,8406728,14531746.18
2010,police,WASHINGTON PARK POLICE PENSION FUND,2280046.07,2312237.45
2010,police,WASHINGTON POLICE PENSION FUND,5253910.99,7916231.58
2010,police,WATERLOO POLICE PENSION FUND,2703884,5045029.26
2010,police,WATSEKA POLICE PENSION FUND,1877098.99,6234967.18
2010,police,WAUCONDA POLICE PENSION FUND,6235966.09,12645092.2
2010,police,WAUKEGAN POLICE PENSION FUND,51995991.21,130296882.1
2010,police,WAYNE POLICE PENSION FUND,948531,2432305.58
2010,police,WEST CHICAGO POLICE PENSION FUND,17603914.59,32199701.04
2010,police,WEST DUNDEE POLICE PENSION FUND,7658688.24,6696862.76
2010,police,WEST FRANKFORT POLICE PENSION FUND,3973300.45,7926955.78
2010,police,WESTCHESTER POLICE PENSION FUND,21071214.37,31382732.62
2010,police,WESTERN SPRINGS POLICE PENSION FUND,11112182,19787218.95
2010,police,WESTMONT POLICE PENSION FUND,17929675,43652158.65
2010,police,WHEATON POLICE PENSION FUND,32201008.19,57378069.85
2010,police,WHEELING POLICE PENSION FUND,33548809.41,52178673.77
2010,police,WILLOW SPRINGS POLICE PENSION FUND,766816.11,5085320.05
2010,police,WILLOWBROOK POLICE PENSION FUND,11904117,18427842.04
2010,police,WILMETTE POLICE PENSION FUND,30862957.25,48475055.5
2010,police,WILMINGTON POLICE PENSION FUND,2677317.12,5110568.85
2010,police,WINFIELD POLICE PENSION FUND,5538747.59,11359081.34
2010,police,WINNETKA POLICE PENSION FUND,18874499.55,27970613.64
2010,police,WINTHROP HARBOR POLICE PENSION FUND,2856240.65,3143270.98
2010,police,WOOD DALE POLICE PENSION FUND,15751779.68,27749550.98
2010,police,WOOD RIVER POLICE PENSION FUND,7633175.72,11952267.32
2010,police,WOODRIDGE POLICE PENSION FUND,22658849.31,44611641.37
2010,police,WOODSTOCK POLICE PENSION FUND,13514250.01,21961319.38
2010,police,WORTH POLICE PENSION FUND,9188370.01,19081059.17
2010,police,YORKVILLE POLICE PENSION FUND,3643354.95,9920095.38
2010,police,ZION POLICE PENSION FUND,21708401.22,36097621.84
2011,fire,ADDISON FIREFIGHTERS PENSION FUND,36260762,58302607
2011,fire,ALGONQUIN LAKE IN THE HILLS FPD PENSION FUND,11156259.63,15856065.6
2011,fire,ALSIP FIREFIGHTERS PENSION FUND,17416887.01,30565133.9
2011,fire,ALTON FIREFIGHTERS PENSION FUND,17546017.21,55033634.9
2011,fire,ANNA FIREFIGHTERS PENSION FUND,1736063.19,2559474.57
2011,fire,ARLINGTON HEIGHTS FIREFIGHTERS PENSION FUND,64216534.31,105358970.2
2011,fire,AURORA FIREFIGHTERS PENSION FUND,111407879,213935029
2011,fire,BARRINGTON FIREFIGHTERS PENSION FUND,10923734,13883458
2011,fire,BARTLETT FPD FIREFIGHTERS PENSION FUND,8975136,15248754
2011,fire,BATAVIA FIREFIGHTERS PENSION FUND,10156987,15771445
2011,fire,BELLEVILLE FIREFIGHTERS PENSION FUND,19623744.63,45343266.26
2011,fire,BELLWOOD FIREFIGHTERS PENSION FUND,19511493,30075026
2011,fire,BELVIDERE FIREFIGHTERS PENSION FUND,10898124.25,19033960.71
2011,fire,BENSENVILLE FIREFIGHTERS PENSION FUND,10038558,24205860
2011,fire,BENTON FIREFIGHTERS PENSION FUND,3112520.72,3367263.96
2011,fire,BERWYN FIREFIGHTERS PENSION FUND,20199250,71830673
2011,fire,BOURBONNAIS FPD FIREFIGHTERS PENSION FUND,866122,1240141
2011,fire,BRADLEY FIREFIGHTERS PENSION FUND,262587,526310.25
2011,fire,BRIDGEVIEW FIREFIGHTERS PENSION FUND,19312120,37447070
2011,fire,BRISTOL-KENDALL  FIREFIGHTER'S PENSION FUND,50577,-3188.87
2011,fire,BROADVIEW FIREFIGHTERS PENSION FUND,18222345,32523605.4
2011,fire,BROOKFIELD FIREFIGHTERS PENSION FUND,11066875,17286786
2011,fire,BUFFALO GROVE FIREFIGHTERS PENSION FUND,37092312,50177843
2011,fire,BURBANK FIREFIGHTERS PENSION FUND,20020960,24770079
2011,fire,BURLINGTON COMMUNITY FPD FIREFIGHTERS' PENSION FUN,68178,393836
2011,fire,BYRON FPD FIREFIGHTERS PENSION FUND,9479123,9635939
2011,fire,CAIRO FIREFIGHTERS PENSION FUND,660361.28,2890194.06
2011,fire,CANTON FIREFIGHTERS PENSION FUND,6210729.75,13621134.06
2011,fire,CARBONDALE FIREFIGHTERS PENSION FUND,12062698.29,22512624.04
2011,fire,CAROL STREAM FPD FIREFIGHTERS PENSION FUND,24849234,33995643
2011,fire,CARPENTERSVILLE FIREFIGHTERS PENSION FUND,13453277.95,19418510.98
2011,fire,CARY FPD FIREFIGHTERS PENSION FUND,2092543.76,2502245.07
2011,fire,CENTRAL STICKNEY FPD FIREFIGHTERS PENSION FUND,0,93449
2011,fire,CENTRALIA FIREFIGHTERS PENSION FUND,9921253,16324659
2011,fire,CHAMPAIGN FIREFIGHTERS PENSION FUND,55790914,80093622
2011,fire,CHANNAHON FIRE PROTECTION DISTRICT FIREFIGHTERS PE,2041574,1846670
2011,fire,CHATHAM FPD FIREFIGHTER'S PENSION FUND,1527784,2353798
2011,fire,CHERRY VALLEY FPD FIREFIGHTER'S PENSION FUND,1233066.94,903259.58
2011,fire,CHICAGO RIDGE FIREFIGHTERS PENSION FUND,7760534,12782703
2011,fire,CICERO FIREFIGHTERS PENSION FUND,26033450,83636867
2011,fire,CLARENDON HILLS FIREFIGHTERS PENSION FUND,1049202,996608.02
2011,fire,CLINTON FIREFIGHTERS PENSION FUND,1338591.54,1829380.07
2011,fire,COLLINSVILLE FIREFIGHTERS PENSION FUND,18258541,24183520
2011,fire,COUNTRYSIDE FPD FIREFIGHTERS  PENSION FUND,19528261,27403477
2011,fire,CRYSTAL LAKE FIREFIGHTERS PENSION FUND,16972788.99,26488823.68
2011,fire,DANVILLE FIREFIGHTERS PENSION FUND,12519301.09,47380103.25
2011,fire,DARIEN WOODRIDGE FPD FIREFIGHTERS PENSION FUND,14232253,21568340
2011,fire,DECATUR FIREFIGHTERS PENSION FUND,58497760.55,106851196
2011,fire,DEKALB FIREFIGHTERS PENSION FUND,19801744,54043120
2011,fire,DES PLAINES FIREFIGHTERS PENSION FUND,57753272,113958038
2011,fire,DIXON COMMUNITY FPD FIREFIGHTER PENSION FUND,3945597.96,6075670.19
2011,fire,DIXON FIREFIGHTERS PENSION FUND,7985105.86,12775076.66
2011,fire,DOWNERS GROVE FIREFIGHTERS PENSION FUND,34934792,62942044
2011,fire,DUQUOIN FIREFIGHTERS PENSION FUND,2329734,6078895
2011,fire,EAST ALTON FIREFIGHTERS PENSION FUND,1853534.03,4833496.06
2011,fire,EAST DUNDEE/COUNTRYSIDE FPD FIREFIGHTERS PENSION F,1621095,2265411
2011,fire,EAST JOLIET FPD FIREFIGHTERS PENSION FUND,1303793,1016158
2011,fire,EAST MOLINE FIREFIGHTERS PENSION FUND,19589782.55,26902501.84
2011,fire,EAST PEORIA FIREFIGHTERS PENSION FUND,15302954.05,26695931.86
2011,fire,EAST ST LOUIS FIREFIGHTERS PENSION FUND,12173853,49990826
2011,fire,EDWARDSVILLE FIREFIGHTERS PENSION FUND,10964663.51,14147133.46
2011,fire,EFFINGHAM FIREFIGHTERS PENSION FUND,7800988.86,11099538.89
2011,fire,ELBURN/COUNTRYSIDE FPD FIREFIGHTERS PENSION FUND,2771440,4047254.77
2011,fire,ELGIN FIREFIGHTERS PENSION FUND,54044028,120422677
2011,fire,ELK GROVE VILLAGE FIREFIGHTERS PENSION FUND,51957745,89574619.2
2011,fire,ELWOOD FIRE PROTECTION DISTRICT,705856,866688
2011,fire,EVANSTON FIREFIGHTERS PENSION FUND,56591398,131298389
2011,fire,EVERGREEN PARK FIREFIGHTERS PENSION FUND,1088513,3159661
2011,fire,FAIRFIELD FIREFIGHTERS PENSION FUND,1418133.14,2174511.12
2011,fire,FAIRVIEW/CASEYVILLE FPD FIREFIGHTERS  PENSION FUND,1835914,2667662
2011,fire,FLOSSMOOR FIREFIGHTERS PENSION FUND,2064301.51,3717227.22
2011,fire,FOREST PARK FIREFIGHTERS PENSION FUND,14177990.27,26671177.67
2011,fire,FOSTERBURG FPD FIREFIGHTERS PENSION FUND,914419,1727905
2011,fire,FOX LAKE FIREFIGHTERS PENSION FUND,201636.32,0
2011,fire,FOX LAKE FIREFIGHTERS PENSION FUND,102109,190630
2011,fire,FRANKFORT FPD FIREFIGHTERS PENSION FUND,6115712,5994088
2011,fire,FRANKLIN PARK FIREFIGHTERS PENSION FUND,20546278.22,41322293.48
2011,fire,FREEPORT FIREFIGHTERS PENSION FUND,27853959.34,35810671.4
2011,fire,GALESBURG FIRE FIGHTERS PENSION FUND,21203705,42644344
2011,fire,GENEVA FIREFIGHTERS PENSION FUND,9441568.28,11791127.6
2011,fire,GLENCOE FIREFIGHTERS PENSION FUND,65478.93,887278
2011,fire,GLENSIDE FPD FIREFIGHTERS PENSION FUND,6986840.39,11736819.46
2011,fire,GLENVIEW FIREFIGHTERS PENSION FUND,53239778,93187138
2011,fire,GLENWOOD FIREFIGHTERS PENSION FUND,2132231.91,2507959.1
2011,fire,GODFREY PAID FIREFIGHTERS PENSION FUND,5110163.71,6381971.33
2011,fire,GRANITE CITY FIREFIGHTERS PENSION FUND C/O GAIL VA,17119018.12,46191104.11
2011,fire,GRAYSLAKE FPD FIREFIGHTERS PENSION FUND,9139909.06,14464894.63
2011,fire,GREATER ROUND LAKE FPD FIREFIGHTERS PENSION FUND,10049298.42,14796318.16
2011,fire,HAMPSHIRE FPD FIREFIGHTERS PENSION FUND,1072023,1505202
2011,fire,HARLEM-ROSCOE FIREFIGHTERS PENSION FUND,18073.08,-2036.61
2011,fire,HARRISBURG FIREFIGHTERS PENSION FUND,2621778,3889730.98
2011,fire,HARVARD FPD PENSION FUND,84617.7,0
2011,fire,HERRIN FIREFIGHTERS PENSION FUND,4885396.78,9595464.53
2011,fire,HIGHLAND PARK FIREFIGHTERS PENSION FUND,30038237,61082005
2011,fire,HIGHWOOD FIREFIGHTERS PENSION FUND,2205453,2521066.44
2011,fire,HILLSBORO FIREFIGHTER'S PENSION FUND,561189.35,776457.44
2011,fire,HINCKLEY COMMUNITY FPD FIREFIGHTER'S PENSION FUND,0,0
2011,fire,HINSDALE FIREFIGHTERS PENSION FUND,13903792.61,22292776.19
2011,fire,HOFFMAN ESTATES FIREFIGHTERS PENSION FUND,57881407,86270014
2011,fire,HOMER TOWNSHIP FPD FIREFIGHTERS PENSION FUND,5087962,6384890
2011,fire,HUNTLEY FPD FIREFIGHTERS PENSION FUND,11846017.86,12258608.45
2011,fire,ITASCA FPD #1 FIREFIGHTERS PENSION FUND,7123089,13418698
2011,fire,IVESDALE FPD FIREFIGHTERS PENSION FUND,68406,178802
2011,fire,JACKSONVILLE FIREFIGHTERS PENSION FUND,15371223,22712106
2011,fire,JEFFERSON FPD FIREFIGHTERS PENSION FUND,1267038,1989562
2011,fire,JOLIET FIREFIGHTERS PENSION FUND,81532439,191358933
2011,fire,JUSTICE FIREFIGHTERS PENSION FUND,211652.31,891286.07
2011,fire,LAGRANGE FIREFIGHTERS PENSION FUND,9020014.27,20512081.37
2011,fire,LAKE EGYPT FPD FIREFIGHTERS PENSION FUND,806757,916119
2011,fire,LAKE FOREST FIREFIGHTERS PENSION FUND,24865724.38,34810295.71
2011,fire,LAKE VILLA FPD FIREFIGHTER'S PENSION FUND,278351.22,0
2011,fire,LANSING FIREFIGHTERS PENSION FUND,10388756.23,18716772.25
2011,fire,LEMONT FPD FIREFIGHTERS PENSION FUND,14313530,21435093
2011,fire,LEYDEN FPD FIREFIGHTERS PENSION FUND,6135336,13102272
2011,fire,LIBERTYVILLE FIREFIGHTERS PENSION FUND,17911527.88,28376573.38
2011,fire,LINCOLN RURAL FPD FIREFIGHTERS PENSION FUND,3469691,3248717
2011,fire,LINCOLNSHIRE-RIVERWOOD FPD FIREFIGHTERS PENSION FU,21714442,26521358
2011,fire,LISLE-WOODRIDGE FPD FIREFIGHTERS PENSION FUND,43878910,87066413
2011,fire,LITCHFIELD FIREFIGHTERS PENSION FUND,4278680,5721502.04
2011,fire,LOCKPORT TOWNSHIP FPD PENSION FUND,27718356,42378634.31
2011,fire,LOMBARD FIREFIGHTERS PENSION FUND,39296567,54588483
2011,fire,LONG CREEK FPD FIREFIGHTERS PENSION FUND,740038.36,491826.15
2011,fire,LONG GROVE FIREFIGHTERS PENSION FUND,4166634,4571567
2011,fire,LYONS FIREFIGHTERS PENSION FUND,16133.18,305209.84
2011,fire,MACOMB FIREFIGHTERS PENSION FUND,9732045.03,15302079.41
2011,fire,MANTENO COMMUNITY FPD FIREFIGHTERS PENSION FUND,2804740,3930894
2011,fire,MARION FIREFIGHTERS PENSION FUND,7224442.87,10935651.91
2011,fire,MARYVILLE FIREFIGHTER'S PENSION FUND,352775.49,542422.76
2011,fire,MATTESON FIREFIGHTERS PENSION FUND,16794776.85,24505873.28
2011,fire,MATTOON FIREFIGHTERS PENSION FUND,14846724.79,33199377.39
2011,fire,MCCOOK FIREFIGHTERS PENSION FUND,344345,1176627
2011,fire,MELROSE PARK FIREFIGHTERS PENSION FUND,21014009,69624701
2011,fire,MENDOTA FIREFIGHTERS PENSION FUND,1766116.25,2453441.41
2011,fire,METROPOLIS FIREFIGHTERS PENSION FUND,3020048,5112386
2011,fire,MIDLOTHIAN FIREFIGHTERS PENSION FUND,7546609.08,11790311.11
2011,fire,MINOOKA FPD FIREFIGHTERS PENSION FUND,1950136,3144070
2011,fire,MOKENA FPD FIREFIGHTERS PENSION FUND,5141693,6968307
2011,fire,MOLINE FIREFIGHTERS PENSION FUND,27434660,76423850
2011,fire,MONTGOMERY & COUNTRYSIDE FPD FIREFIGHTER'S PENSION,133516,240850
2011,fire,MORTON GROVE FIREFIGHTERS PENSION FUND,24978121,49504332
2011,fire,MT CARMEL FIREFIGHTERS PENSION FUND,1360754.75,1705738.65
2011,fire,MT PROSPECT FIREFIGHTERS PENSION FUND,45726731,81525633
2011,fire,MT VERNON FIREFIGHTERS PENSION FUND,12085425.84,20914176.22
2011,fire,MT ZION FPD FIREFIGHTERS PENSION FUND,832261,957800
2011,fire,NAPERVILLE FIREFIGHTERS PENSION FUND,97476508.23,130367326.7
2011,fire,NEW LENOX FPD FIREFIGHTERS PENSION FUND,1867648,1955126
2011,fire,NEWPORT TOWNSHIP FPD FIREFIGHTERS PENSION FUND,603310.69,702321.36
2011,fire,NILES FIREFIGHTERS PENSION FUND,25888357.09,56445442.39
2011,fire,NORMAL FIREFIGHTERS PENSION FUND,22960598.17,37857102.58
2011,fire,NORTH CHICAGO FIREFIGHTERS PENSION FUND,8722621.98,20299239.61
2011,fire,NORTH MAINE FPD FIREFIGHTERS PENSION FUND,14140730,25593934
2011,fire,NORTH PALOS FPD FIREFIGHTERS PENSION FUND,8964204,13345095
2011,fire,NORTHLAKE FPD FIREFIGHTERS PENSION FUND,10041275.97,12545265.97
2011,fire,NORTHWEST HOMER FPD FIREFIGHTERS PENSION FUND,2515890,4117226
2011,fire,NORTHWEST ST CLAIR COUNTY FPD FIREFIGHTERS PENSION,453643,640392
2011,fire,NORWOOD PARK FPD FIREFIGHTERS PENSION FUND,11159773,21904126
2011,fire,OAK BROOK FIREFIGHTERS PENSION FUND,23010440,38867489
2011,fire,OAK LAWN FIREFIGHTERS PENSION FUND,70901837,109238395
2011,fire,OAK PARK FIREFIGHTERS PENSION FUND,39121138,91448579
